asset_no,url,img_url,subject,type,region,transfer_price,transfer_rate,description,remark,information,total_review,contact_name,contact_phone,contact_email,valuation,release_time,address,category,trade_type,area,use_area,owner,located,use_type
ZCFC005200,http://www.cnassets.com/moreInformation/house/12/12726/0.html,1,福建省厦门市湖里区和悦里93号10B单元房产,房产,福建省,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.12.04,福建省厦门市,房产,,166.25,166.25,,福建省厦门市湖里区和悦里,坐落位置： 湖里区和悦里93号10B单元 
ZCFC005192,http://www.cnassets.com/moreInformation/house/12/12718/0.html,1,福建省厦门市湖里区和悦里92号9A单元房产,房产,福建省,419.72万元,[u'419.72\u4e07\u5143'],,,1,0,,,,419.72,2017.12.04,福建省厦门市,房产,,165.87,165.87,,厦门湖里区和悦里,
ZCFC005183,http://www.cnassets.com/moreInformation/house/12/12709/0.html,1,北京市通州区通惠北路24号楼6单元610室房产,房产,北京市,517.50万元,[u'517.50\u4e07\u5143'],,,1,0,,,,517.50,2017.12.04,北京市,房产,,146.64,146.64,,,坐落位置： 北京市通州区通惠北路24号楼6单元610室房产 
ZCFC005190,http://www.cnassets.com/moreInformation/house/12/12716/0.html,1,福建省厦门市湖里区和悦里91号6B单元房产,房产,福建省,405.87万元,[u'405.87\u4e07\u5143'],,,1,0,,,,405.87,2017.12.04,福建省厦门市,房产,,166.13,166.13,,厦门湖里区和悦里,坐落位置： 湖里区和悦里91号6B单元 
ZCFC005182,http://www.cnassets.com/moreInformation/house/12/12708/0.html,1,北京市通州区通惠北路24号楼5单元505室房产,房产,北京市,405.90万元,[u'405.90\u4e07\u5143'],,,1,0,,,,405.90,2017.12.04,北京市,房产,,112.61,112.61,,北京市通州区通惠北路,坐落位置： 北京市通州区通惠北路24号楼5单元505室房产 
ZCFC005186,http://www.cnassets.com/moreInformation/house/12/12712/0.html,1,南京市和燕路325号2幢105室房产,房产,江苏省,166.00万元,[u'166.00\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,166.00,2017.12.04,江苏省南京市,房产,,,,,南京和燕路325号,坐落位置： 和燕路325号2幢105室 
ZCFC005188,http://www.cnassets.com/moreInformation/house/12/12714/0.html,1,江苏省无锡市住友苑34-102号房产,房产,江苏省,116.00万元,[u'116.00\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,116.00,2017.12.04,江苏省无锡市,房产,,130.98,130.98,,,坐落位置： 住友苑34-102 
ZCFC005189,http://www.cnassets.com/moreInformation/house/12/12715/0.html,1,福建省厦门市湖里区和悦里91号6C单元房产,房产,福建省,355.29万元,[u'355.29\u4e07\u5143'],,,1,0,,,,355.29,2017.12.04,福建省厦门市,房产,,136.7,136.7,,厦门湖里区和悦里,坐落位置： 湖里区和悦里91号6C单元 
ZCFC005181,http://www.cnassets.com/moreInformation/house/12/12707/0.html,1,北京市通州区通惠北路24号楼6单元304室房产,房产,北京市,528.30万元,[u'528.30\u4e07\u5143'],,,1,0,,,,528.30,2017.12.04,北京市,房产,,146.64,146.64,,,坐落位置： 北京市通州区通惠北路24号楼6单元304室房产 
ZCFC005187,http://www.cnassets.com/moreInformation/house/12/12713/0.html,1,广西壮族自治区柳州市城站路227号城站新区1栋2单元6-1号房产,房产,广西壮族自治区,49.00万元,[u'49.00\u4e07\u5143'],,,1,0,,,,49.00,2017.12.04,广西壮族自治区柳州市,房产,,97.98,97.98,,,坐落位置： 城站路227号城站新区1栋2单元6-1 
ZCFC005184,http://www.cnassets.com/moreInformation/house/12/12710/0.html,1,北京市朝阳区安慧北里雅园10号楼6单元502室房产,房产,北京市,486.12万元,[u'486.12\u4e07\u5143'],,,1,0,,,,486.12,2017.12.04,北京市,房产,,69.17,69.17,,朝阳区安慧北里雅园,坐落位置： 朝阳区安慧北里雅园10号楼 
ZCFC005185,http://www.cnassets.com/moreInformation/house/12/12711/0.html,1,南京市和燕路325号2幢106室房产,房产,江苏省,166.00万元,[u'166.00\u4e07\u5143'],,,1,0,,,,166.00,2017.12.04,江苏省南京市,房产,,87.12,87.12,,南京市和燕路325号,坐落位置： 和燕路325号2幢106室 
ZCFC005177,http://www.cnassets.com/moreInformation/house/12/12700/0.html,1,廊坊市常甫家园小区1-1-1505室房屋建筑物一套,房产,河北省,面议,[u'\u9762\u8bae'],"
	廊坊市常甫家园小区1-1-1505室房屋建筑物一套。产权证号：廊坊市房权证廊字第201009807号，建筑面积：119.18平方米。拍卖保留价：217.9万元，竞买保证金：40万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.04,河北省廊坊市,房产,,,,,廊坊市常甫家园小区,
ZCFC005178,http://www.cnassets.com/moreInformation/house/12/12704/0.html,1,北京市通州区通惠北路24号楼3单元303室房产,房产,北京市,509.40万元,[u'509.40\u4e07\u5143'],,,1,0,,,,509.40,2017.12.04,北京市,房产,,141.5,141.5,,北京市通州区通惠北路24号,坐落位置： 北京市通州区通惠北路24号楼3单元303室房产 
ZCFC005175,http://www.cnassets.com/moreInformation/house/12/12698/0.html,1,廊坊市钻石国际小区1-1-409室房屋建筑物一套,房产,河北省,面议,[u'\u9762\u8bae'],"
	廊坊市钻石国际小区1-1-409室房屋建筑物一套。建筑面积约为45.64平方米。拍卖保留价为46.3万元，竞买保证金为9万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.04,河北省廊坊市,房产,,,,,廊坊市钻石国际小区,
ZCFC005176,http://www.cnassets.com/moreInformation/house/12/12699/0.html,1,廊坊市广阳区万向城商业办公楼办公区第8001幢6单元3层341房屋建筑物一套,房产,河北省,面议,[u'\u9762\u8bae'],"
	廊坊市广阳区万向城商业办公楼办公区第8001幢6单元3层341房屋建筑物一套。建筑面积：20.71平方米。拍卖保留价：41.85万元，竞买保证金：8万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.04,河北省廊坊市广阳区,房产,,,,,廊坊市广阳区万向城商业办公楼办公区,
ZCFC005180,http://www.cnassets.com/moreInformation/house/12/12706/0.html,1,北京市通州区通惠北路24号楼6单元508室房产,房产,北京市,522.90万元,[u'522.90\u4e07\u5143'],,,1,0,,,,522.90,2017.12.04,北京市,房产,,146.64,146.64,,北京市通州区通惠北路,坐落位置： 北京市通州区通惠北路24号楼6单元508室房产 
ZCFC005179,http://www.cnassets.com/moreInformation/house/12/12705/0.html,1,北京市通州区通惠北路24号楼3单元201室房产,房产,北京市,504.90万元,[u'504.90\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,504.90,2017.12.04,北京市,房产,,141.5,141.5,, 北京市通州区通惠北路24号楼,
ZCTF000637,http://www.cnassets.com/moreInformation/landHouse/12/12693/0.html,1,秦皇岛市青龙县祖山风景区内涉案房屋和分摊的土地使用权及附属设施,土地和房产,河北省,面议,[u'\u9762\u8bae'],"
	",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.04,秦皇岛市青龙县祖山风景区内,土地和房产,,秦皇岛市青龙县祖山风景区内,秦皇岛市青龙县祖山风景区内,,,
ZCFC005172,http://www.cnassets.com/moreInformation/house/12/12692/0.html,1,秦皇岛市昌黎县金海大街北侧木材站院内（园丁家园）9-2-302室（含下房一间）,房产,河北省,面议,[u'\u9762\u8bae'],"
	秦皇岛市昌黎县金海大街北侧木材站院内（园丁家园）9-2-302室（含下房一间）。建筑面积：118.93平方米，拍卖保留价：57.6811万元，竞买保证金：5万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.04,河北省秦皇岛市昌黎县,房产,,,,,秦皇岛市昌黎县金海大街北侧木材站院内（园丁家园）,
ZCFC005174,http://www.cnassets.com/moreInformation/house/12/12697/0.html,1,廊坊市紫云轩小区4-1-403室房屋建筑物一套,房产,河北省,面议,[u'\u9762\u8bae'],"
	廊坊市紫云轩小区4-1-403室房屋建筑物一套。建筑面积：85.12平方米。拍卖保留价：158.22万元，竞买保证金：30万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.04,河北省廊坊市,房产,,,,,廊坊市紫云轩小区,
ZCFC005173,http://www.cnassets.com/moreInformation/house/12/12696/0.html,1,秦皇岛黄金海岸一经路西侧田园花苑B0606号、B1406号、B1505号三套涉案房地产,房产,河北省,面议,[u'\u9762\u8bae'],"
	1、秦皇岛黄金海岸一经路西侧田园花苑B0606号房地产。房屋所有权证号：昌黎房权证黄金海岸字第100034234号，建筑面积：83.09平方米，拍卖保留价：40.6743万元，竞买保证金：5万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.04,河北省秦皇岛市,房产,,,,,秦皇岛黄金海岸一经路西侧田园花苑,
ZCFC005164,http://www.cnassets.com/moreInformation/house/12/12656/0.html,1,秦皇岛市海港区新建村5-4-43号房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	秦皇岛市海港区新建村5-4-43号房产。产权证号：30009614，建筑面积：78.7平方米，拍卖保留价：45.1817万元，竞买保证金：5万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.01,河北省秦皇岛市海港区,房产,,,,,秦皇岛市海港区新建村,秦皇岛市海港区新建村
ZCFC005166,http://www.cnassets.com/moreInformation/house/12/12658/0.html,1,天津市河东区卫国道151号柏丽花园香格里拉中组团G-601号房产,房产,天津市,面议,[u'\u9762\u8bae'],"
	天津市河东区卫国道151号柏丽花园香格里拉中组团G-601号房产。建筑面积：159.01平方米。拍卖保留价：432万元，竞买保证金：86万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.01,天津市河东区,房产,,,,,天津市河东区卫国道151号柏丽花园香格里拉中组团,
ZCTF000636,http://www.cnassets.com/moreInformation/landHouse/12/12662/0.html,1,秦皇岛市卢龙县石门镇李官营村东马丽娟所有的房产及土地使用权,土地和房产,河北省,面议,[u'\u9762\u8bae'],"
	秦皇岛市卢龙县石门镇李官营村东马丽娟所有的房产及土地使用权。房产证号：秦卢私房字第3013301号，建筑物总面积：2066.58平方米。土地使用权证号：卢国用（2014）第073号，土地总面积：1889.8平方米。拍卖方式：整体拍卖，拍卖保留价：413.92万元，竞买保证金：40万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.01,秦皇岛市卢龙县石门镇李官营村,土地和房产,,秦皇岛市卢龙县石门镇李官营村,秦皇岛市卢龙县石门镇李官营村,,,
ZCFC005167,http://www.cnassets.com/moreInformation/house/12/12659/0.html,1,文安县溢泽小区二期1幢1单元1401室房屋建筑物一套,房产,河北省,面议,[u'\u9762\u8bae'],"
	溢泽小区二期1幢1单元1401室房屋建筑物一套。建筑面积：116.01平方米,产权证号：0003470号。拍卖保留价：79.432万元，竞买保证金：15万元, 竞价幅度：5000元1-9整倍数递增。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.01,河北省廊坊市文安县,房产,,,,,溢泽小区二期,
ZCFC005170,http://www.cnassets.com/moreInformation/house/12/12665/0.html,1,千鹤家园1号楼19层1904房产,房产,北京市,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.12.01,北京市,房产,,293.91,293.91,,朝阳区北四环东路108号院,房屋所有权人为北京光华建设监理有限公司，共有情况为单独所有，房屋坐落为朝阳区北四环东路108号院千鹤家园1号楼19层1904，登记时间为2008年10月9日，规划用途为住宅，总层数为25（-3），所在层数为19层，建筑结构为钢混，建筑面积为293.91平方米，套内建筑面积为248.53平方米。土地用途为住宅，土地使用年限自2003年07月06日至2073年07月05日止。房屋基础均未发现不均匀沉降；房屋承重构件和围护墙完好；地面及墙面较为平整，顶层层面完好无脱落；门窗启闭灵活；管道通畅，水卫、电照等设备较为齐全，日常维护使用状况较好，建筑物综合成新度较高。
ZCFC005169,http://www.cnassets.com/moreInformation/house/12/12664/0.html,1,千鹤家园1号楼19层1901房产,房产,北京市,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.12.01,北京市,房产,,,,,朝阳区北四环东路108号院,  房屋所有权人为北京光华建设监理有限公司，共有情况为单独所有，房屋坐落为朝阳区北四环东路108号院千鹤家园1号楼19层1901，登记时间为2008年10月9日，规划用途为住宅，总层数为25（-3），所在层数为19层，建筑结构为钢混，建筑面积为293.61平方米，套内建筑面积为248.27平方米。土地用途为住宅，土地使用年限自2003年07月06日至2073年07月05日止。房屋基础均未发现不均匀沉降；房屋承重构件和围护墙完好；地面及墙面较为平整，顶层层面完好无脱落；门窗启闭灵活；管道通畅，水卫、电照等设备较为齐全，日常维护使用状况较好，建筑物综合成新度较高。
ZCTD000226,http://www.cnassets.com/moreInformation/land/12/12660/0.html,1,河北省固安县彭村方城一村涉案土地使用权,土地,河北省,面议,[u'\u9762\u8bae'],,,,0,,,,面议,2017.12.01,河北省固安县彭村方城一村,土地,,河北省固安县彭村方城一村,河北省固安县彭村方城一村,,,
ZCFC005165,http://www.cnassets.com/moreInformation/house/12/12657/0.html,1,秦皇岛市海港区燕西里21-1-1号房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	秦皇岛市海港区燕西里21-1-1号房产（含一间下房）。建筑面积：82平方米，产权证号：30074677，拍卖形式：整体拍卖，拍卖保留价：43.2468万元，竞买保证金：4万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.01,河北省秦皇岛市海港区,房产,,,,,秦皇岛市海港区燕西里,
ZCFC005171,http://www.cnassets.com/moreInformation/house/12/12691/0.html,1,保定市朝阳北大街涉案房地产,房产,河北省,面议,[u'\u9762\u8bae'],"
	保定市朝阳北大街涉案房地产。土地证号：保定市国用（2008）第130600005048号，证载土地面积13274.6平方米，房权证号：保定市房权证新市区字第U99000306号，证载建筑面积：5214.89平方米，房权证号：保定市房权证新市区字第U99000307号，证载建筑面积：2973.19平方米，无证房产建筑面积：2166.18平方米。拍卖形式：整体拍卖，拍卖保留价：3125.48万元，竞买保证金：320万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.12.04,河北省保定市,房产,,,,,保定市朝阳北大街,
